ref,cmd,family,rci,changes_settings,no_prefix,no_wipes_list,multiple_input,context,interface_type,args,required_args,source,entry
3.27,igmp-proxy,igmp-proxy,/rci/igmp-proxy,no,no,no,no,(igmp-proxy),,,,02_commands_core_access_storage_components_crypto(1).md:6656,entries/igmp-proxy.md
3.27.1,igmp-proxy fast-leave,igmp-proxy,/rci/igmp-proxy/fast-leave,yes,yes,no,no,,,,,02_commands_core_access_storage_components_crypto(1).md:6680,entries/igmp-proxy.md
3.27.2,igmp-proxy force,igmp-proxy,/rci/igmp-proxy/force,yes,yes,no,no,,,protocol:Keyword,protocol,02_commands_core_access_storage_components_crypto(1).md:6715,entries/igmp-proxy.md
3.28,igmp-snooping disable,igmp-snooping,/rci/igmp-snooping/disable,yes,yes,no,no,,,,,02_commands_core_access_storage_components_crypto(1).md:6755,entries/igmp-snooping.md
3.29,interface,interface,/rci/interface,yes,yes,no,yes,(config-if),,name:Interface,name,03_commands_interface(1).md:5,entries/interface-other.md
3.29.1,interface atf disable,interface,/rci/interface/atf/disable,yes,yes,no,no,,WiFiMaster,,,03_commands_interface(1).md:84,entries/interface-other.md
3.29.2,interface atf inbound,interface,/rci/interface/atf/inbound,yes,yes,no,no,,WiFiMaster,,,03_commands_interface(1).md:121,entries/interface-other.md
3.29.3,interface authentication chap,interface,/rci/interface/authentication/chap,yes,yes,no,no,,Secure,,,03_commands_interface(1).md:164,entries/interface-authentication.md
3.29.4,interface authentication eap-md5,interface,/rci/interface/authentication/eap-md5,yes,yes,no,no,,Secure,,,03_commands_interface(1).md:202,entries/interface-authentication.md
3.29.5,interface authentication eap-mschapv2,interface,/rci/interface/authentication/eap-mschapv2,yes,yes,no,no,,Secure,,,03_commands_interface(1).md:240,entries/interface-authentication.md
3.29.6,interface authentication eap-ttls,interface,/rci/interface/authentication/eap-ttls,yes,yes,no,no,,Secure,,,03_commands_interface(1).md:278,entries/interface-authentication.md
3.29.7,interface authentication identity,interface,/rci/interface/authentication/identity,yes,yes,no,no,,Secure,identity:String,identity,03_commands_interface(1).md:316,entries/interface-authentication.md
3.29.8,interface authentication mschap,interface,/rci/interface/authentication/mschap,yes,yes,no,no,,Secure,,,03_commands_interface(1).md:359,entries/interface-authentication.md
3.29.9,interface authentication mschap-v2,interface,/rci/interface/authentication/mschap-v2,yes,yes,no,no,,Secure,,,03_commands_interface(1).md:397,entries/interface-authentication.md
3.29.10,interface authentication pap,interface,/rci/interface/authentication/pap,yes,yes,no,no,,Secure,,,03_commands_interface(1).md:435,entries/interface-authentication.md
3.29.11,interface authentication password,interface,/rci/interface/authentication/password,yes,yes,no,no,,Secure,password:String,password,03_commands_interface(1).md:473,entries/interface-authentication.md
3.29.12,interface authentication peap,interface,/rci/interface/authentication/peap,yes,yes,no,no,,Secure,,,03_commands_interface(1).md:515,entries/interface-authentication.md
3.29.13,interface authentication shared,interface,/rci/interface/authentication/shared,yes,yes,no,no,,WiFi,,,03_commands_interface(1).md:553,entries/interface-authentication.md
3.29.14,interface authentication wpa-psk,interface,/rci/interface/authentication/wpa-psk,yes,yes,no,no,,WiFi,psk:String,psk,03_commands_interface(1).md:593,entries/interface-authentication.md
3.29.15,interface auto-ssid,interface,/rci/interface/auto-ssid,,no,no,no,,WifiMaster,template:Keyword;prefix:String,template;prefix,03_commands_interface(1).md:641,entries/interface-other.md
3.29.16,interface backhaul,interface,/rci/interface/backhaul,yes,yes,no,no,,WiFiMaster,,,03_commands_interface(1).md:681,entries/interface-other.md
3.29.17,interface band-steering,interface,/rci/interface/band-steering,yes,yes,no,no,,WiFiMaster,,,03_commands_interface(1).md:719,entries/interface-other.md
3.29.18,interface band-steering preference,interface,/rci/interface/band-steering/preference,yes,yes,no,no,,WiFiMaster,band:Keyword,band,03_commands_interface(1).md:766,entries/interface-other.md
3.29.19,interface beamforming explicit,interface,/rci/interface/beamforming/explicit,yes,yes,no,no,,WiFiMaster,mu-mimo:Keyword,,03_commands_interface(1).md:811,entries/interface-other.md
3.29.20,interface beamforming implicit,interface,/rci/interface/beamforming/implicit,yes,yes,no,no,,WiFiMaster,,,03_commands_interface(1).md:862,entries/interface-other.md
3.29.21,interface ccp,interface,/rci/interface/ccp,yes,yes,no,no,,PPP,,,03_commands_interface(1).md:901,entries/interface-other.md
3.29.22,interface channel,interface,/rci/interface/channel,yes,yes,no,no,,Radio,channel:Keyword,channel,03_commands_interface(1).md:936,entries/interface-other.md
3.29.23,interface channel auto-rescan,interface,/rci/interface/channel/auto-rescan,yes,yes,no,no,,Radio,interval:Keyword;hh:Keyword;mm:Keyword,interval,03_commands_interface(1).md:987,entries/interface-other.md
3.29.24,interface channel width,interface,/rci/interface/channel/width,yes,yes,no,no,,Radio,width:Keyword,width,03_commands_interface(1).md:1036,entries/interface-other.md
3.29.49,interface compatibility,interface,/rci/interface/compatibility,yes,no,no,no,,Radio,annex:Keyword,annex,03_commands_interface(1).md:2105,entries/interface-other.md
3.29.50,interface connect,interface,/rci/interface/connect,yes,yes,no,no,,"PPP, IP",via:Interface,,03_commands_interface(1).md:2152,entries/interface-other.md
3.29.51,interface country-code,interface,/rci/interface/country-code,yes,no,no,no,,Radio,code:String,code,03_commands_interface(1).md:2191,entries/interface-other.md
3.29.52,interface debug,interface,/rci/interface/debug,yes,yes,no,no,,PPP,,,03_commands_interface(1).md:2225,entries/interface-other.md
3.29.53,interface description,interface,/rci/interface/description,yes,yes,no,no,,,description:Keyword,,03_commands_interface(1).md:2261,entries/interface-other.md
3.29.54,interface dfs zero-wait,interface,/rci/interface/dfs/zero-wait,yes,yes,no,no,,WiFiMaster,,,03_commands_interface(1).md:2300,entries/interface-other.md
3.29.55,interface down,interface,/rci/interface/down,yes,yes,no,no,,,,,03_commands_interface(1).md:2338,entries/interface-other.md
3.29.56,interface downlink-mumimo,interface,/rci/interface/downlink-mumimo,yes,yes,no,no,,WiFiMaster,,,03_commands_interface(1).md:2372,entries/interface-other.md
3.29.57,interface downlink-ofdma,interface,/rci/interface/downlink-ofdma,yes,yes,no,no,,WiFiMaster,,,03_commands_interface(1).md:2413,entries/interface-other.md
3.29.58,interface duplex,interface,/rci/interface/duplex,yes,yes,no,no,,Ethernet,mode:Keyword,,03_commands_interface(1).md:2451,entries/interface-other.md
3.29.59,interface dyndns nobind,interface,/rci/interface/dyndns/nobind,yes,yes,no,no,,,,,03_commands_interface(1).md:2495,entries/interface-other.md
3.29.60,interface dyndns profile,interface,/rci/interface/dyndns/profile,yes,yes,no,no,,,profile:String,profile,03_commands_interface(1).md:2529,entries/interface-other.md
3.29.61,interface dyndns update,interface,/rci/interface/dyndns/update,yes,no,no,no,,,force:Keyword,,03_commands_interface(1).md:2569,entries/interface-other.md
3.29.62,interface encryption anonymous-dh,interface,/rci/interface/encryption/anonymous-dh,yes,yes,no,no,,SSTP,,,03_commands_interface(1).md:2600,entries/interface-encryption.md
3.29.63,interface encryption enable,interface,/rci/interface/encryption/enable,yes,yes,no,no,,WiFi,,,03_commands_interface(1).md:2636,entries/interface-encryption.md
3.29.64,interface encryption key,interface,/rci/interface/encryption/key,yes,yes,no,yes,,WiFi,id:Integer;value:String;default:Keyword,id;value,03_commands_interface(1).md:2675,entries/interface-encryption.md
3.29.65,interface encryption mppe,interface,/rci/interface/encryption/mppe,yes,yes,no,no,,PPTP,,,03_commands_interface(1).md:2725,entries/interface-encryption.md
3.29.66,interface encryption owe,interface,/rci/interface/encryption/owe,,yes,no,no,,WifiMaster,,,03_commands_interface(1).md:2761,entries/interface-encryption.md
3.29.67,interface encryption tkip hold-down,interface,/rci/interface/encryption/tkip/hold-down,yes,yes,no,no,,WiFi,hold-down:Integer,hold-down,03_commands_interface(1).md:2800,entries/interface-encryption.md
3.29.68,interface encryption wpa,interface,/rci/interface/encryption/wpa,yes,yes,no,no,,WiFi,,,03_commands_interface(1).md:2847,entries/interface-encryption.md
3.29.69,interface encryption wpa2,interface,/rci/interface/encryption/wpa2,yes,yes,no,no,,WiFi,,,03_commands_interface(1).md:2882,entries/interface-encryption.md
3.29.70,interface encryption wpa3,interface,/rci/interface/encryption/wpa3,yes,yes,no,no,,WiFi,,,03_commands_interface(1).md:2917,entries/interface-encryption.md
3.29.71,interface encryption wpa3 suite-b,interface,/rci/interface/encryption/wpa3/suite-b,yes,no,no,no,,WiFi,,,03_commands_interface(1).md:2956,entries/interface-encryption.md
3.29.72,interface flowcontrol,interface,/rci/interface/flowcontrol,yes,yes,no,no,,Ethernet,send:Keyword,,03_commands_interface(1).md:2985,entries/interface-other.md
3.29.73,interface follow,interface,/rci/interface/follow,yes,no,no,no,,AccessPoint,access-point:Interface,access-point,03_commands_interface(1).md:3028,entries/interface-other.md
3.29.74,interface ft enable,interface,/rci/interface/ft/enable,yes,yes,no,no,,AccessPoint,,,03_commands_interface(1).md:3073,entries/interface-other.md
3.29.75,interface ft mdid,interface,/rci/interface/ft/mdid,yes,yes,no,no,,AccessPoint,mdid:String,mdid,03_commands_interface(1).md:3121,entries/interface-other.md
3.29.76,interface ft otd,interface,/rci/interface/ft/otd,yes,yes,no,no,,AccessPoint,,,03_commands_interface(1).md:3164,entries/interface-other.md
3.29.77,interface green-ethernet,interface,/rci/interface/green-ethernet,yes,yes,no,no,,Ethernet,,,03_commands_interface(1).md:3203,entries/interface-other.md
3.29.78,interface hide-ssid,interface,/rci/interface/hide-ssid,yes,yes,no,no,,Access Point,,,03_commands_interface(1).md:3239,entries/interface-other.md
3.29.79,interface iapp auto,interface,/rci/interface/iapp/auto,yes,no,no,no,,Bridge,,,03_commands_interface(1).md:3279,entries/interface-other.md
3.29.80,interface iapp key,interface,/rci/interface/iapp/key,yes,yes,no,no,,Bridge,key:String,key,03_commands_interface(1).md:3306,entries/interface-other.md
3.29.81,interface idle-timeout,interface,/rci/interface/idle-timeout,yes,yes,no,no,,WiFiMaster,idle-timeout:Integer,idle-timeout,03_commands_interface(1).md:3349,entries/interface-other.md
3.29.82,interface igmp downstream,interface,/rci/interface/igmp/downstream,yes,yes,no,no,,IP,,,03_commands_interface(1).md:3394,entries/interface-other.md
3.29.83,interface igmp fork,interface,/rci/interface/igmp/fork,yes,yes,no,no,,IP,,,03_commands_interface(1).md:3430,entries/interface-other.md
3.29.84,interface igmp upstream,interface,/rci/interface/igmp/upstream,yes,yes,no,no,,IP,,,03_commands_interface(1).md:3464,entries/interface-other.md
3.29.85,interface include,interface,/rci/interface/include,yes,yes,no,yes,,Bridge,interface:Interface,interface,03_commands_interface(1).md:3500,entries/interface-other.md
3.29.86,interface inherit,interface,/rci/interface/inherit,yes,yes,no,yes,,Bridge,interface:Interface,interface,03_commands_interface(1).md:3542,entries/interface-other.md
3.29.87,interface ip access-group,interface,/rci/interface/ip/access-group,yes,yes,no,yes,,IP,acl:String;direction:Keyword,acl;direction,03_commands_interface(1).md:3595,entries/interface-ip.md
3.29.88,interface ip address,interface,/rci/interface/ip/address,yes,yes,no,no,,IP,address:IP address;mask:IP-mask,address;mask,03_commands_interface(1).md:3648,entries/interface-ip.md
3.29.89,interface ip address dhcp,interface,/rci/interface/ip/address/dhcp,yes,yes,no,no,,Ethernet,,,03_commands_interface(1).md:3699,entries/interface-ip.md
3.29.90,interface ip adjust-ttl recv,interface,/rci/interface/ip/adjust-ttl/recv,yes,yes,no,no,,IP,recv:Integer,recv,03_commands_interface(1).md:3739,entries/interface-ip.md
3.29.91,interface ip adjust-ttl send,interface,/rci/interface/ip/adjust-ttl/send,yes,yes,no,no,,IP,send:Integer,send,03_commands_interface(1).md:3783,entries/interface-ip.md
3.29.92,interface ip alias,interface,/rci/interface/ip/alias,yes,yes,yes,yes,,"IP, Ethernet",address:IP address;mask:IP-mask,address;mask,03_commands_interface(1).md:3826,entries/interface-ip.md
3.29.93,interface ip dhcp client broadcast,interface,/rci/interface/ip/dhcp/client/broadcast,yes,yes,no,no,,Ethernet,,,03_commands_interface(1).md:3880,entries/interface-ip.md
3.29.94,interface ip dhcp client class-id,interface,/rci/interface/ip/dhcp/client/class-id,yes,yes,no,no,,Ethernet,class:String,class,03_commands_interface(1).md:3918,entries/interface-ip.md
3.29.95,interface ip dhcp client debug,interface,/rci/interface/ip/dhcp/client/debug,yes,yes,no,no,,Ethernet,,,03_commands_interface(1).md:3961,entries/interface-ip.md
3.29.96,interface ip dhcp client displace,interface,/rci/interface/ip/dhcp/client/displace,yes,yes,no,yes,,Ethernet,what:Interface,what,03_commands_interface(1).md:3998,entries/interface-ip.md
3.29.97,interface ip dhcp client dns-routes,interface,/rci/interface/ip/dhcp/client/dns-routes,yes,yes,no,no,,Ethernet,,,03_commands_interface(1).md:4055,entries/interface-ip.md
3.29.98,interface ip dhcp client fallback,interface,/rci/interface/ip/dhcp/client/fallback,yes,yes,no,no,,Ethernet,type:String,type,03_commands_interface(1).md:4092,entries/interface-ip.md
3.29.99,interface ip dhcp client hostname,interface,/rci/interface/ip/dhcp/client/hostname,yes,yes,no,no,,Ethernet,hostname:String,hostname,03_commands_interface(1).md:4134,entries/interface-ip.md
3.29.100,interface ip dhcp client name-servers,interface,/rci/interface/ip/dhcp/client/name-servers,yes,yes,no,no,,Ethernet,,,03_commands_interface(1).md:4175,entries/interface-ip.md
3.29.101,interface ip dhcp client release,interface,/rci/interface/ip/dhcp/client/release,yes,no,no,no,,Ethernet,,,03_commands_interface(1).md:4213,entries/interface-ip.md
3.29.102,interface ip dhcp client renew,interface,/rci/interface/ip/dhcp/client/renew,yes,no,no,no,,Ethernet,,,03_commands_interface(1).md:4242,entries/interface-ip.md
3.29.103,interface ip dhcp client routes,interface,/rci/interface/ip/dhcp/client/routes,yes,yes,no,no,,Ethernet,,,03_commands_interface(1).md:4270,entries/interface-ip.md
3.29.104,interface ip flow,interface,/rci/interface/ip/flow,yes,yes,no,no,,IP,direction:Keyword,direction,03_commands_interface(1).md:4307,entries/interface-ip.md
3.29.105,interface ip global,interface,/rci/interface/ip/global,yes,yes,no,no,,IP,priority:Integer;order:Integer;auto:Keyword,priority;order,03_commands_interface(1).md:4359,entries/interface-ip.md
3.29.106,interface ip mru,interface,/rci/interface/ip/mru,yes,yes,no,no,,PPP,mru:Integer,mru,03_commands_interface(1).md:4424,entries/interface-ip.md
3.29.107,interface ip mtu,interface,/rci/interface/ip/mtu,yes,yes,no,no,,IP,mtu:Integer,mtu,03_commands_interface(1).md:4465,entries/interface-ip.md
3.29.108,interface ip name-servers,interface,/rci/interface/ip/name-servers,yes,yes,no,no,,IP,,,03_commands_interface(1).md:4510,entries/interface-ip.md
3.29.109,interface ip nat loopback,interface,/rci/interface/ip/nat/loopback,yes,yes,no,no,,IP,,,03_commands_interface(1).md:4550,entries/interface-ip.md
3.29.110,interface ip remote,interface,/rci/interface/ip/remote,yes,yes,no,no,,PPP,address:IP address,address,03_commands_interface(1).md:4587,entries/interface-ip.md
3.29.111,interface ip tcp adjust-mss,interface,/rci/interface/ip/tcp/adjust-mss,yes,yes,no,no,,IP,pmtu:Keyword;mss:Integer,mss,03_commands_interface(1).md:4623,entries/interface-ip.md
3.29.112,interface ipcp address,interface,/rci/interface/ipcp/address,yes,yes,no,no,,PPP,,,03_commands_interface(1).md:4673,entries/interface-other.md
3.29.113,interface ipcp default-route,interface,/rci/interface/ipcp/default-route,yes,yes,no,no,,PPP,,,03_commands_interface(1).md:4709,entries/interface-other.md
3.29.114,interface ipcp dns-routes,interface,/rci/interface/ipcp/dns-routes,yes,yes,no,no,,PPP,,,03_commands_interface(1).md:4743,entries/interface-other.md
3.29.115,interface ipcp name-servers,interface,/rci/interface/ipcp/name-servers,yes,yes,no,no,,PPP,,,03_commands_interface(1).md:4779,entries/interface-other.md
3.29.116,interface ipcp vj,interface,/rci/interface/ipcp/vj,yes,yes,no,no,,PPP,cid:Keyword,,03_commands_interface(1).md:4816,entries/interface-other.md
3.29.117,interface ipsec aggressive,interface,/rci/interface/ipsec/aggressive,yes,yes,no,no,,Secure,,,03_commands_interface(1).md:4858,entries/interface-ipsec.md
3.29.118,interface ipsec encryption-level,interface,/rci/interface/ipsec/encryption-level,yes,yes,no,no,,Secure,level:Keyword,level,03_commands_interface(1).md:4895,entries/interface-ipsec.md
3.29.119,interface ipsec force-encaps,interface,/rci/interface/ipsec/force-encaps,yes,yes,no,no,,Secure,,,03_commands_interface(1).md:4963,entries/interface-ipsec.md
3.29.120,interface ipsec ignore,interface,/rci/interface/ipsec/ignore,yes,yes,no,no,,Secure,,,03_commands_interface(1).md:5002,entries/interface-ipsec.md
3.29.121,interface ipsec ikev2,interface,/rci/interface/ipsec/ikev2,yes,yes,no,no,,Secure,,,03_commands_interface(1).md:5039,entries/interface-ipsec.md
3.29.122,interface ipsec nail-up,interface,/rci/interface/ipsec/nail-up,yes,yes,no,no,,Secure,,,03_commands_interface(1).md:5076,entries/interface-ipsec.md
3.29.123,interface ipsec name-servers,interface,/rci/interface/ipsec/name-servers,yes,yes,no,no,,Secure,,,03_commands_interface(1).md:5113,entries/interface-ipsec.md
3.29.124,interface ipsec preshared-key,interface,/rci/interface/ipsec/preshared-key,yes,yes,no,no,,Secure,key:String,key,03_commands_interface(1).md:5153,entries/interface-ipsec.md
3.29.125,interface ipsec proposal lifetime,interface,/rci/interface/ipsec/proposal/lifetime,yes,yes,no,no,,Secure,lifetime:Integer,lifetime,03_commands_interface(1).md:5198,entries/interface-ipsec.md
3.29.126,interface ipsec proposal local-id,interface,/rci/interface/ipsec/proposal/local-id,yes,yes,no,no,,Secure,local-id:String,local-id,03_commands_interface(1).md:5244,entries/interface-ipsec.md
3.29.127,interface ipsec proposal remote-id,interface,/rci/interface/ipsec/proposal/remote-id,yes,yes,no,no,,Secure,remote-id:String,remote-id,03_commands_interface(1).md:5285,entries/interface-ipsec.md
3.29.128,interface ipsec transform-set lifetime,interface,/rci/interface/ipsec/transform-set/lifetime,yes,yes,no,no,,Secure,lifetime:Integer,lifetime,03_commands_interface(1).md:5326,entries/interface-ipsec.md
3.29.129,interface ipv6 address,interface,/rci/interface/ipv6/address,yes,yes,no,yes,,,address:IPv6 address;block:IPv6 address;auto:Keyword,address;block,03_commands_interface(1).md:5372,entries/interface-other.md
3.29.130,interface ipv6 dhcp client pd hint,interface,/rci/interface/ipv6/dhcp/client/pd/hint,yes,yes,no,no,,,prefix:Prefix,prefix,03_commands_interface(1).md:5428,entries/interface-other.md
3.29.131,interface ipv6 id,interface,/rci/interface/ipv6/id,yes,yes,no,no,,,suffix:Suffix;eui64:Keyword;random:Keyword,suffix,03_commands_interface(1).md:5474,entries/interface-other.md
3.29.132,interface ipv6 name-servers,interface,/rci/interface/ipv6/name-servers,yes,yes,no,no,,,auto:Keyword,,03_commands_interface(1).md:5523,entries/interface-other.md
3.29.133,interface ipv6 prefix,interface,/rci/interface/ipv6/prefix,yes,yes,no,no,,,prefix:Prefix;auto:Keyword,prefix,03_commands_interface(1).md:5560,entries/interface-other.md
3.29.134,interface ipv6cp,interface,/rci/interface/ipv6cp,yes,yes,no,no,,PPP,,,03_commands_interface(1).md:5597,entries/interface-other.md
3.29.135,interface lcp acfc,interface,/rci/interface/lcp/acfc,yes,yes,no,no,,PPP,cid:Keyword,,03_commands_interface(1).md:5629,entries/interface-other.md
3.29.136,interface lcp echo,interface,/rci/interface/lcp/echo,yes,yes,no,no,,PPP,interval:Integer;count:Integer;adaptive:Keyword,interval;count,03_commands_interface(1).md:5672,entries/interface-other.md
3.29.137,interface lcp pfc,interface,/rci/interface/lcp/pfc,yes,yes,no,no,,PPP,cid:Keyword,,03_commands_interface(1).md:5726,entries/interface-other.md
3.29.138,interface ldpc,interface,/rci/interface/ldpc,yes,yes,no,no,,WifiMaster,,,03_commands_interface(1).md:5769,entries/interface-other.md
3.29.139,interface led wan,interface,/rci/interface/led/wan,yes,yes,no,no,,,,,03_commands_interface(1).md:5804,entries/interface-other.md
3.29.140,interface lldp disable,interface,/rci/interface/lldp/disable,yes,yes,no,no,,,,,03_commands_interface(1).md:5838,entries/interface-other.md
3.29.141,interface mac access-list address,interface,/rci/interface/mac/access-list/address,yes,yes,no,yes,,Access Point,address:MAC address,address,03_commands_interface(1).md:5874,entries/interface-mac.md
3.29.142,interface mac access-list type,interface,/rci/interface/mac/access-list/type,yes,no,no,no,,Access Point,type:Keyword,type,03_commands_interface(1).md:5922,entries/interface-mac.md
3.29.143,interface mac address,interface,/rci/interface/mac/address,yes,yes,no,no,,MAC,mac:MAC address,mac,03_commands_interface(1).md:5960,entries/interface-mac.md
3.29.144,interface mac address factory,interface,/rci/interface/mac/address/factory,yes,no,no,no,,MAC,name:Keyword,name,03_commands_interface(1).md:6004,entries/interface-mac.md
3.29.145,interface mac band,interface,/rci/interface/mac/band,yes,yes,yes,yes,,Bridge,mac:MAC address;band:Keyword,mac;band,03_commands_interface(1).md:6039,entries/interface-mac.md
3.29.146,interface mac bssid,interface,/rci/interface/mac/bssid,yes,yes,no,no,,WifiStation,bssid:MAC address,bssid,03_commands_interface(1).md:6091,entries/interface-mac.md
3.29.147,interface mac clone,interface,/rci/interface/mac/clone,yes,no,no,no,,"MAC, IP",,,03_commands_interface(1).md:6131,entries/interface-mac.md
3.29.148,interface mac vht40,interface,/rci/interface/mac/vht40,yes,yes,yes,yes,,WiFiMaster,vht40:MAC address,vht40,03_commands_interface(1).md:6152,entries/interface-mac.md
3.29.149,interface media-type,interface,/rci/interface/media-type,yes,yes,no,no,,Ethernet,type:Keyword,type,03_commands_interface(1).md:6199,entries/interface-other.md
3.29.150,interface mobile lte disable-band,interface,/rci/interface/mobile/lte/disable-band,yes,yes,yes,yes,,Usb,band:Integer,band,03_commands_interface(1).md:6248,entries/interface-other.md
3.29.151,interface mobile name-servers,interface,/rci/interface/mobile/name-servers,yes,yes,no,no,,Usb,,,03_commands_interface(1).md:6293,entries/interface-other.md
3.29.152,interface mobile operator,interface,/rci/interface/mobile/operator,yes,yes,no,no,,Usb,PLMN:String,PLMN,03_commands_interface(1).md:6333,entries/interface-other.md
3.29.153,interface mobile pdp,interface,/rci/interface/mobile/pdp,yes,yes,no,no,,Usb,ipv4:String;ipv6:String;ipv4v6:String,,03_commands_interface(1).md:6374,entries/interface-other.md
3.29.154,interface mobile roaming,interface,/rci/interface/mobile/roaming,yes,yes,no,no,,Usb,,,03_commands_interface(1).md:6425,entries/interface-other.md
3.29.155,interface mobile scan,interface,/rci/interface/mobile/scan,no,yes,no,no,,Usb,,,03_commands_interface(1).md:6461,entries/interface-other.md
3.29.156,interface mobile umts disable-band,interface,/rci/interface/mobile/umts/disable-band,yes,yes,yes,yes,,Usb,band:Integer,band,03_commands_interface(1).md:6497,entries/interface-other.md
3.29.157,interface modem connect,interface,/rci/interface/modem/connect,yes,yes,no,no,,UsbModem,phone:String;string:String,phone;string,03_commands_interface(1).md:6543,entries/interface-other.md
3.29.158,interface modem timeout,interface,/rci/interface/modem/timeout,yes,yes,no,no,,UsbModem,timeout:Integer,timeout,03_commands_interface(1).md:6587,entries/interface-other.md
3.29.159,interface openconnect accept-addresses,interface,/rci/interface/openconnect/accept-addresses,yes,yes,no,no,,OpenConnect,,,03_commands_interface(1).md:6632,entries/interface-other.md
3.29.160,interface openconnect accept-routes,interface,/rci/interface/openconnect/accept-routes,yes,yes,no,no,,OpenConnect,,,03_commands_interface(1).md:6668,entries/interface-other.md
3.29.161,interface openconnect authgroup,interface,/rci/interface/openconnect/authgroup,yes,yes,no,no,,OpenConnect,authgroup:String,authgroup,03_commands_interface(1).md:6704,entries/interface-other.md
3.29.162,interface openconnect dtls,interface,/rci/interface/openconnect/dtls,yes,yes,no,no,,OpenConnect,,,03_commands_interface(1).md:6748,entries/interface-other.md
3.29.163,interface openconnect protocol fortinet,interface,/rci/interface/openconnect/protocol/fortinet,yes,yes,no,no,,OpenConnect,,,03_commands_interface(1).md:6788,entries/interface-other.md
3.29.164,interface openvpn accept-routes,interface,/rci/interface/openvpn/accept-routes,yes,yes,no,no,,OpenVPN,,,03_commands_interface(1).md:6827,entries/interface-other.md
3.29.165,interface openvpn connect,interface,/rci/interface/openvpn/connect,yes,no,no,no,,OpenVPN,via:Interface,,03_commands_interface(1).md:6870,entries/interface-other.md
3.29.166,interface openvpn name-servers,interface,/rci/interface/openvpn/name-servers,yes,yes,no,no,,OpenVPN,,,03_commands_interface(1).md:6911,entries/interface-other.md
3.29.167,interface peer,interface,/rci/interface/peer,yes,yes,no,no,,PPP,peer:String,peer,03_commands_interface(1).md:6951,entries/interface-other.md
3.29.168,interface peer-isolation,interface,/rci/interface/peer-isolation,yes,yes,no,no,,Bridge,,,03_commands_interface(1).md:6996,entries/interface-other.md
3.29.169,interface ping-check profile,interface,/rci/interface/ping-check/profile,yes,yes,no,no,,,profile:String,profile,03_commands_interface(1).md:7034,entries/interface-other.md
3.29.170,interface ping-check restart,interface,/rci/interface/ping-check/restart,yes,yes,no,no,,,interface:Interface,,03_commands_interface(1).md:7073,entries/interface-other.md
3.29.171,interface pmf,interface,/rci/interface/pmf,yes,yes,no,no,,WiFi,force:Keyword,,03_commands_interface(1).md:7120,entries/interface-other.md
3.29.172,interface pmksa-lifetime,interface,/rci/interface/pmksa-lifetime,yes,no,no,no,,WiFiMaster,pmksa-lifetime:Keyword,,03_commands_interface(1).md:7179,entries/interface-other.md
3.29.173,interface power,interface,/rci/interface/power,yes,no,no,no,,Radio,power:Integer,power,03_commands_interface(1).md:7210,entries/interface-other.md
3.29.174,interface pppoe service,interface,/rci/interface/pppoe/service,yes,yes,no,no,,PPPoE,service:String,service,03_commands_interface(1).md:7248,entries/interface-other.md
3.29.175,interface pppoe session auto-cleanup,interface,/rci/interface/pppoe/session/auto-cleanup,yes,yes,no,no,,PPPoE,,,03_commands_interface(1).md:7288,entries/interface-other.md
3.29.176,interface preamble-short,interface,/rci/interface/preamble-short,yes,yes,no,no,,Radio,,,03_commands_interface(1).md:7325,entries/interface-other.md
3.29.177,interface proxy connect,interface,/rci/interface/proxy/connect,yes,yes,no,no,,Proxy,via:Interface,,03_commands_interface(1).md:7359,entries/interface-other.md
3.29.178,interface proxy protocol,interface,/rci/interface/proxy/protocol,yes,yes,no,no,,Proxy,protocol:Keyword,protocol,03_commands_interface(1).md:7403,entries/interface-other.md
3.29.179,interface proxy socks5-udp,interface,/rci/interface/proxy/socks5-udp,yes,yes,no,no,,Proxy,,,03_commands_interface(1).md:7446,entries/interface-other.md
3.29.180,interface proxy upstream,interface,/rci/interface/proxy/upstream,yes,yes,no,no,,Proxy,host:String;port:Integer,host,03_commands_interface(1).md:7483,entries/interface-other.md
3.29.181,interface reconnect-delay,interface,/rci/interface/reconnect-delay,yes,yes,no,no,,PPP,sec:Integer,sec,03_commands_interface(1).md:7528,entries/interface-other.md
3.29.182,interface rekey-interval,interface,/rci/interface/rekey-interval,yes,yes,no,no,,WiFi,interval:Integer,interval,03_commands_interface(1).md:7573,entries/interface-other.md
3.29.183,interface rename,interface,/rci/interface/rename,yes,yes,no,no,,,rename:String,rename,03_commands_interface(1).md:7619,entries/interface-other.md
3.29.184,interface rf e2p set,interface,/rci/interface/rf/e2p/set,no,no,no,no,,Radio,offset:Hex;value:Hex,offset;value,03_commands_interface(1).md:7661,entries/interface-other.md
3.29.185,interface role,interface,/rci/interface/role,no,yes,yes,yes,,,role:Keyword;ifor:Interface,role,03_commands_interface(1).md:7696,entries/interface-other.md
3.29.186,interface rrm,interface,/rci/interface/rrm,yes,yes,no,no,,AccessPoint,,,03_commands_interface(1).md:7745,entries/interface-other.md
3.29.187,interface rssi-threshold,interface,/rci/interface/rssi-threshold,yes,yes,no,no,,AccessPoint,rssi-threshold:Keyword,,03_commands_interface(1).md:7784,entries/interface-other.md
3.29.188,interface schedule,interface,/rci/interface/schedule,yes,yes,no,no,,,schedule:Schedule,schedule,03_commands_interface(1).md:7830,entries/interface-other.md
